,Date,Location,Reduction_in_coverage,Running_total,Location_running_total
19,2014-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,-200.0,34.0
20,2014-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,-48.0,36.0
21,2014-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,140.0,37.0
22,2015-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-4.0,2260.0,33.0
23,2015-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,2829.0,30.0
24,2015-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,3253.0,28.0
25,2015-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,4284.0,29.0
26,2015-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,4781.0,31.0
27,2015-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,5297.0,33.0
28,2015-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,5582.0,35.0
29,2015-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,6024.0,38.0
30,2016-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,6464.0,36.0
31,2016-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,6451.0,33.0
32,2016-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,6434.0,31.0
33,2016-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,6841.0,37.0
34,2016-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,7109.0,44.0
35,2016-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],8.0,7468.0,52.0
36,2017-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],8.0,7889.0,60.0
37,2017-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],10.0,8370.0,70.0
38,2017-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],9.0,8847.0,79.0
39,2017-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,9706.0,85.0
40,2017-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,10731.0,88.0
41,2017-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,11726.0,89.0
42,2018-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,20963.0,87.0
43,2018-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,21683.0,86.0
44,2018-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-4.0,22057.0,82.0
45,2018-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,22734.0,80.0
46,2018-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,23321.0,78.0
47,2018-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,23741.0,76.0
48,2019-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,24196.0,75.0
49,2019-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,24594.0,72.0
50,2019-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,24797.0,71.0
51,2019-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,30152.0,70.0
52,2020-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,33246.0,69.0
53,2020-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,33454.0,70.0
54,2020-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,34863.0,72.0
55,2020-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,35679.0,73.0
56,2020-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,37369.0,74.0
57,2020-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,39747.0,78.0
58,2020-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,40691.0,83.0
59,2020-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,40980.0,88.0
60,2020-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,41303.0,95.0
61,2021-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],8.0,41792.0,103.0
62,2021-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,42205.0,109.0
63,2021-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,43056.0,115.0
64,2021-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,43295.0,118.0
65,2021-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,43351.0,121.0
66,2021-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,43830.0,123.0
67,2021-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,44954.0,125.0
68,2021-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,45851.0,127.0
69,2021-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,46455.0,129.0
70,2021-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,46953.0,131.0
71,2021-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,47173.0,134.0
72,2022-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],8.0,47598.0,142.0
73,2022-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],10.0,48083.0,152.0
74,2022-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],8.0,48939.0,160.0
75,2022-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,50244.0,166.0
76,2022-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,51476.0,169.0
77,2022-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,52367.0,170.0
78,2022-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,55172.0,172.0
79,2022-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,55815.0,174.0
80,2022-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,56263.0,179.0
81,2023-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],8.0,56793.0,187.0
82,2023-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],9.0,57671.0,196.0
83,2023-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,58671.0,202.0
84,2023-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,59342.0,205.0
85,2023-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,60268.0,208.0
86,2023-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,60918.0,210.0
87,2023-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,61915.0,211.0
88,2023-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,62821.0,213.0
89,2023-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,63634.0,214.0
90,2023-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,64178.0,213.0
91,2024-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,66912.0,219.0
92,2024-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,67229.0,221.0
93,2024-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,68097.0,224.0
94,2024-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,69114.0,226.0
95,2024-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,70272.0,227.0
96,2024-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,74461.0,228.0
97,2025-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,75223.0,226.0
98,2025-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,75606.0,227.0
99,2025-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,78148.0,228.0
100,2025-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,78863.0,229.0
101,2025-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,79536.0,231.0
102,2025-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,80167.0,233.0
103,2026-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,81005.0,230.0
104,2026-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,81324.0,227.0
105,2026-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,82810.0,228.0
106,2026-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,83881.0,229.0
107,2026-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,85475.0,230.0
108,2026-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,86701.0,233.0
109,2026-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,87921.0,235.0
110,2026-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,89234.0,237.0
111,2026-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,89903.0,240.0
112,2026-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],8.0,90643.0,248.0
113,2027-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],9.0,91177.0,257.0
114,2027-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],8.0,91603.0,265.0
115,2027-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,92343.0,272.0
116,2027-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,93114.0,277.0
117,2027-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,93476.0,280.0
118,2027-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,94661.0,282.0
119,2027-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,96094.0,283.0
120,2027-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,97672.0,288.0
121,2027-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,98805.0,293.0
122,2027-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,99945.0,297.0
123,2027-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,100380.0,301.0
124,2027-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,100824.0,306.0
125,2028-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,101121.0,310.0
126,2028-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-5.0,101881.0,305.0
127,2028-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,102239.0,303.0
128,2028-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,105241.0,305.0
129,2028-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,106857.0,308.0
130,2028-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,108139.0,310.0
131,2028-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,109249.0,312.0
132,2028-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,109561.0,314.0
133,2028-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],10.0,109943.0,324.0
134,2029-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],10.0,110268.0,334.0
135,2029-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],11.0,110558.0,345.0
136,2029-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,111028.0,351.0
137,2029-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,111542.0,354.0
138,2029-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,111734.0,356.0
139,2029-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,111867.0,357.0
140,2029-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-6.0,112153.0,351.0
141,2029-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,112514.0,349.0
142,2029-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,112925.0,348.0
143,2029-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,113234.0,349.0
144,2029-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,113627.0,352.0
145,2030-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,114024.0,353.0
146,2030-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,114749.0,352.0
147,2030-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,121704.0,353.0
148,2031-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,121807.0,355.0
149,2031-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,121937.0,358.0
150,2031-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,122196.0,360.0
151,2031-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,122221.0,362.0
152,2031-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,122483.0,363.0
153,2031-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,124552.0,365.0
154,2031-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,124436.0,367.0
155,2031-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,124341.0,372.0
156,2032-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,124509.0,379.0
157,2032-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,124685.0,386.0
158,2032-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,125335.0,391.0
159,2032-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,126130.0,397.0
160,2032-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,126605.0,400.0
161,2032-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,127183.0,402.0
162,2032-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,127502.0,403.0
163,2032-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,127738.0,404.0
164,2032-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,128268.0,405.0
165,2032-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,128860.0,406.0
166,2033-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,129288.0,409.0
167,2033-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,129508.0,412.0
168,2033-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,133461.0,409.0
169,2033-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,134087.0,407.0
170,2033-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,134941.0,405.0
171,2034-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,135165.0,403.0
172,2034-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,134718.0,401.0
173,2034-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,134615.0,402.0
174,2034-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,134883.0,403.0
175,2034-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,135389.0,405.0
176,2034-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,135371.0,407.0
177,2034-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,135122.0,409.0
178,2035-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,134930.0,411.0
179,2035-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,134989.0,415.0
180,2035-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],8.0,135624.0,423.0
181,2035-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,136501.0,427.0
182,2035-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,137044.0,430.0
183,2035-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,138042.0,432.0
184,2035-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,138767.0,433.0
185,2035-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,139275.0,434.0
186,2035-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,140011.0,436.0
187,2035-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,140797.0,437.0
188,2035-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,141096.0,439.0
189,2035-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,141348.0,441.0
190,2036-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,141681.0,445.0
191,2036-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,142185.0,452.0
192,2036-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],10.0,142718.0,462.0
193,2036-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,143341.0,469.0
194,2036-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,143344.0,473.0
195,2036-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,143379.0,475.0
196,2036-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,143744.0,477.0
197,2036-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,145028.0,478.0
198,2036-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,145442.0,484.0
199,2037-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],11.0,146040.0,495.0
200,2037-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],13.0,146702.0,508.0
201,2037-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],11.0,147426.0,519.0
202,2037-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],8.0,148741.0,527.0
203,2037-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,150228.0,531.0
204,2037-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,151538.0,533.0
205,2037-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,157761.0,537.0
206,2037-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,158412.0,540.0
207,2038-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,158934.0,541.0
208,2038-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,159755.0,544.0
209,2038-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,160609.0,548.0
210,2038-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,161817.0,551.0
211,2038-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,162772.0,553.0
212,2038-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,163750.0,552.0
213,2038-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,163804.0,550.0
214,2038-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,164296.0,549.0
215,2038-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,165252.0,551.0
216,2039-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],9.0,166140.0,560.0
217,2039-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,166726.0,566.0
218,2039-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,167237.0,572.0
219,2039-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,167883.0,576.0
220,2039-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,169422.0,579.0
221,2039-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,171330.0,581.0
222,2040-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,180220.0,578.0
223,2040-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-7.0,180775.0,571.0
224,2040-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-9.0,181662.0,562.0
225,2040-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-6.0,182456.0,556.0
226,2040-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,183501.0,553.0
227,2040-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,184225.0,552.0
228,2040-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,188860.0,554.0
229,2041-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,190109.0,556.0
230,2041-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,190756.0,557.0
231,2041-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-9.0,191012.0,548.0
232,2041-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-6.0,191228.0,542.0
233,2041-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,191646.0,539.0
234,2041-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,192489.0,538.0
235,2041-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,196400.0,541.0
236,2041-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,197566.0,545.0
237,2041-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,198161.0,548.0
238,2041-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,198807.0,555.0
239,2042-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,199618.0,562.0
240,2042-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],11.0,200122.0,573.0
241,2042-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],9.0,200998.0,582.0
242,2042-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,202582.0,589.0
243,2042-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,204313.0,593.0
244,2042-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,206171.0,596.0
245,2042-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,208609.0,598.0
246,2042-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,210781.0,600.0
247,2042-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,212543.0,603.0
248,2042-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,214091.0,606.0
249,2042-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,214903.0,609.0
250,2042-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,215499.0,613.0
251,2043-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,215937.0,617.0
252,2043-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,216372.0,621.0
253,2043-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,217240.0,624.0
254,2043-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,218598.0,629.0
255,2043-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,220115.0,632.0
256,2043-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,221063.0,634.0
257,2043-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,222363.0,636.0
258,2043-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,224725.0,637.0
259,2043-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,225595.0,638.0
260,2043-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,225865.0,639.0
261,2043-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,226055.0,640.0
262,2044-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,227307.0,641.0
263,2044-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-5.0,227360.0,636.0
264,2044-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,227943.0,634.0
265,2044-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,228278.0,632.0
266,2044-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,228601.0,631.0
267,2045-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,229178.0,629.0
268,2045-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,229904.0,631.0
269,2045-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,230547.0,637.0
270,2045-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,230980.0,641.0
271,2045-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,231398.0,643.0
272,2045-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,232461.0,644.0
273,2046-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,233034.0,645.0
274,2046-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,233790.0,646.0
275,2046-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,235273.0,647.0
276,2047-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,235795.0,649.0
