,Date,Location,Reduction_in_coverage,Running_total,Location_running_total
121,2028-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,68185.0,320.0
122,2028-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,69209.0,322.0
123,2028-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,69613.0,323.0
124,2028-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,69957.0,324.0
125,2028-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,69851.0,331.0
126,2029-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,69730.0,338.0
127,2029-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,69597.0,345.0
128,2029-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,69595.0,351.0
129,2029-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,69876.0,354.0
130,2029-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,69851.0,356.0
131,2029-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,69308.0,355.0
132,2029-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,69482.0,353.0
133,2029-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,69189.0,351.0
134,2030-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,69223.0,348.0
135,2030-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,69250.0,346.0
136,2030-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,69808.0,345.0
137,2030-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,73837.0,346.0
138,2030-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,74303.0,347.0
139,2030-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,74386.0,349.0
140,2030-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,74245.0,351.0
141,2031-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,74130.0,353.0
142,2031-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-8.0,74019.0,345.0
143,2031-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-7.0,74094.0,338.0
144,2031-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-4.0,73879.0,334.0
145,2031-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,73638.0,332.0
146,2031-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,72769.0,331.0
147,2031-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,71659.0,329.0
148,2031-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,70748.0,328.0
149,2031-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,69953.0,330.0
150,2032-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,69824.0,333.0
151,2032-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,69714.0,338.0
152,2032-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,69428.0,342.0
153,2032-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,69193.0,347.0
154,2032-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,69212.0,350.0
155,2032-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,69422.0,351.0
156,2032-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,68696.0,353.0
157,2032-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,68384.0,354.0
158,2032-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,68307.0,355.0
159,2032-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,68091.0,356.0
160,2032-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,67967.0,357.0
161,2033-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,67704.0,361.0
162,2033-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,67437.0,364.0
163,2033-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-8.0,63662.0,356.0
164,2033-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-5.0,62994.0,351.0
165,2033-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,62748.0,348.0
166,2033-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-4.0,62494.0,344.0
167,2033-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-4.0,62121.0,340.0
168,2034-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,61622.0,337.0
169,2034-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,61341.0,336.0
170,2034-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-4.0,60675.0,332.0
171,2034-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,60224.0,330.0
172,2034-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,59716.0,329.0
173,2034-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,58406.0,327.0
174,2034-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,57888.0,325.0
175,2034-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,57540.0,324.0
176,2034-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,57061.0,322.0
177,2034-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,56478.0,320.0
178,2035-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,55913.0,319.0
179,2035-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,55483.0,320.0
180,2035-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,55313.0,323.0
181,2035-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,55410.0,325.0
182,2036-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,55293.0,328.0
183,2036-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,55269.0,334.0
184,2036-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],10.0,55311.0,344.0
185,2036-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,55082.0,350.0
186,2036-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,54630.0,353.0
187,2036-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,54294.0,354.0
188,2036-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,53816.0,355.0
189,2036-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,54102.0,356.0
190,2036-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,53987.0,362.0
191,2037-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],11.0,53995.0,373.0
192,2037-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],13.0,54055.0,386.0
193,2037-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],10.0,54501.0,396.0
194,2037-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],7.0,55065.0,403.0
195,2037-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,55832.0,406.0
196,2037-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,56521.0,408.0
197,2037-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,58932.0,409.0
198,2037-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,60602.0,410.0
199,2037-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-5.0,60590.0,405.0
200,2038-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-9.0,60533.0,396.0
201,2038-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-9.0,60575.0,387.0
202,2038-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-6.0,60833.0,381.0
203,2038-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-5.0,60915.0,376.0
204,2038-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,60868.0,375.0
205,2038-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,60957.0,374.0
206,2038-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,61029.0,373.0
207,2038-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,60899.0,372.0
208,2039-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,59872.0,373.0
209,2039-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,62503.0,372.0
210,2039-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,62937.0,371.0
211,2039-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,63163.0,369.0
212,2039-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,62986.0,367.0
213,2039-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,62768.0,365.0
214,2040-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-11.0,62638.0,354.0
215,2040-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-11.0,62602.0,343.0
216,2040-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-9.0,62563.0,334.0
217,2040-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-4.0,62150.0,330.0
218,2040-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,61730.0,328.0
219,2040-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,61536.0,327.0
220,2040-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,60794.0,326.0
221,2040-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,60842.0,325.0
222,2041-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,61020.0,324.0
223,2041-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-4.0,61016.0,320.0
224,2041-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,60897.0,317.0
225,2041-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,60490.0,314.0
226,2041-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,59869.0,312.0
227,2041-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,60746.0,313.0
228,2041-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,60864.0,314.0
229,2041-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,60861.0,315.0
230,2041-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,60895.0,320.0
231,2042-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],5.0,61026.0,325.0
232,2042-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],11.0,61094.0,336.0
233,2042-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],9.0,61169.0,345.0
234,2042-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,61850.0,351.0
235,2042-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,62963.0,355.0
236,2042-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,63852.0,357.0
237,2042-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,65084.0,358.0
238,2042-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,66934.0,360.0
239,2042-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,67318.0,361.0
240,2042-11-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,67682.0,363.0
241,2042-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,67938.0,367.0
242,2043-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,67885.0,371.0
243,2043-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,67870.0,375.0
244,2043-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,67901.0,377.0
245,2043-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,68038.0,381.0
246,2043-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,68202.0,383.0
247,2043-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,68446.0,384.0
248,2043-07-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,69166.0,386.0
249,2043-09-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,70351.0,387.0
250,2043-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,70812.0,388.0
251,2043-12-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-5.0,70814.0,383.0
252,2044-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-9.0,70674.0,374.0
253,2044-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-10.0,70663.0,364.0
254,2044-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-7.0,70728.0,357.0
255,2044-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-4.0,70742.0,353.0
256,2044-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-3.0,70196.0,350.0
257,2044-06-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,69907.0,349.0
258,2045-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,68711.0,351.0
259,2045-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,68675.0,353.0
260,2045-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],6.0,68498.0,359.0
261,2045-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],4.0,68217.0,363.0
262,2045-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,67866.0,364.0
263,2045-08-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,66113.0,363.0
264,2046-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,64664.0,362.0
265,2046-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-2.0,63707.0,360.0
266,2047-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],-1.0,61257.0,359.0
267,2047-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,61134.0,361.0
268,2047-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,61249.0,363.0
269,2047-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,62105.0,365.0
270,2048-01-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,65086.0,366.0
271,2048-02-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],3.0,65239.0,369.0
272,2048-03-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,65858.0,371.0
273,2048-04-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,65994.0,373.0
274,2048-05-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],1.0,66225.0,374.0
275,2048-10-01,Coverage_AZ_APS_SW_Lwr Colorado[Percent],2.0,69172.0,376.0
